Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case
cNSE,12886322.497819183,30455.154331588332,30075.494375537193,29555.777636195075,29687.294369820807,30017.350184379447,29902.74698559934,30526.96088254306,29573.404191659236,29840.362939087696,1.2137626023614118e7,30471.246259332966,30171.382819965642,30577.99243573035,29993.174290075196,29701.041406100434,30011.67904047239,29910.304129744167,29945.477933728922,30228.306153060632,29881.138006705838,29666.382570970338,29646.402323392635,29457.77024297649,29870.636159623984,29286.623444477795,30242.37109249155,2040,USENSYS,0.0,full-base-200
cStart,9208963178.948065,1.4098396300270793e8,3.9157449268834674e8,7.397976183189886e8,1.038801099834438e9,1.94685766530602e8,3.705903795553566e8,2.018073258044056e8,5.07305800183296e8,4.2116574363345647e8,1.6100017094755158e8,3.901537164165321e7,4.7389342061340936e7,9.812706891882624e7,1.2865445550017588e8,4.903002895109204e8,1.1959660972648807e9,1.0476603816785075e8,2.2178667409309242e7,1.5547452744847925e7,1.0177662802540812e8,5.069766750648199e8,3.7463101484333986e8,8.056492193418272e8,1.8240551833717218e8,8.801469241077636e8,4.772005550847841e7,2040,USENSYS,0.032,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200
cNetworkExp,10231863566.008963,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.035,full-base-200
cVOM,12217935872.636944,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.042,full-base-200
cCO2,25177993589.26164,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.087,full-base-200
cFix,217033822006.80008,7.5839172655e9,5.1140450209e9,7.3955365417e9,1.16359002715e10,1.24493608007e10,1.0402440191599998e10,4.8238532628e9,7.1743409795e9,1.35593818723e10,9.2699771093e9,7.51131715e8,6.204068971e9,3.5663554937e9,5.4905855757e9,8.4972851475e9,1.98512149029e10,7.3626658965e9,3.4641265852e9,3.4230376888e9,8.652633949400002e9,1.0203051989099998e10,1.096869419e10,1.17710030125e10,7.491591377799999e9,1.69687254836e10,2.9588967123e9,2045,USENSYS,0.663,full-base-200
cVar,47624248212.1131,2.8840529811432254e8,2.8541039678019295e9,4.504533124564319e9,6.562930071992893e9,1.1320361161112814e9,2.7177071360468216e9,1.7711488949792461e9,3.10264589970142e9,3.066538277939302e9,1.5275578978001924e9,1.3915134441777387e8,4.0103795755116516e8,1.0945929041622705e9,5.2489234414672804e8,1.9964103949083583e9,1.1956457135161106e10,4.440157891855546e8,1.3517413455537456e8,8.348218738408485e7,2.1719709425744948e8,4.665398005341739e9,2.5120986378636866e9,4.813574129024704e9,6.725050101070677e8,4.598909899882347e9,1.0158053996996218e8,2045,USENSYS,0.145,full-base-200
cNSE,558717.5105012328,23422.600764197705,22838.26724537602,19888.16017498423,19723.90113227556,21057.767208994854,21989.95140383375,25555.44878641671,19386.62305181211,20153.982423746886,21382.80720440618,24240.516053055355,23627.919415962344,25023.82542093705,21742.076116211974,19519.839266150513,21017.776380113464,20163.425702562177,21899.49211842347,21996.46906236431,20561.920074200418,20302.36289406079,19574.598027202177,19163.364749563498,20915.67956434826,19107.703301457623,24461.032958577183,2045,USENSYS,0.0,full-base-200
cStart,10407006089.210217,1.1757237929738553e8,4.925461977739554e8,8.410972815135719e8,1.1958395943782387e9,1.6968568973032457e8,4.213953975573842e8,2.4354585798768246e8,6.165104850027125e8,5.485198690614071e8,2.6060210084484214e8,3.27356261752435e7,4.232690854748412e7,1.1051373779586399e8,1.1213522935044895e8,4.442999876244228e8,1.2398188221123054e9,1.1613856264171433e8,2.580668128178244e7,1.791580821060273e7,1.0876722624511121e8,6.305240818443629e8,4.626754931360763e8,9.600462585859632e8,1.4844689848867127e8,9.987124043615566e8,4.8827509660269774e7,2045,USENSYS,0.032,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-200
cNetworkExp,11771814943.813885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.036,full-base-200
cVOM,14259835980.850227,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.044,full-base-200
cCO2,26330853061.380505,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.08,full-base-200
cFix,236375526345.2001,8.6324478503e9,5.9384939569e9,9.1055890637e9,1.27741216967e10,1.27034319787e10,1.1149727765599998e10,5.1555404266e9,7.2313184395e9,1.46435556615e10,1.08792510803e10,7.07034924e8,6.402369667e9,3.9558688317e9,5.7328052454e9,9.7317625235e9,2.01423892209e10,7.9141832157e9,3.910029458e9,3.8567985918e9,9.067031581400002e9,1.1473058133099998e10,1.18720136844e10,1.2750995784e10,8.526975091799999e9,1.8729429876699997e10,3.389302596e9,2050,USENSYS,0.684,full-base-200
cVar,48269412686.39262,2.546240120207819e8,3.032145976877981e9,4.447837588742662e9,6.624454597161568e9,1.1336056760687366e9,3.2142842527918677e9,1.9431736803618555e9,3.188670716789394e9,2.7918158832038565e9,1.6365496862502112e9,1.3771754656535637e8,3.056234401309374e8,1.415339740309688e9,4.824684901475915e8,1.8838805981807077e9,1.1678633789208736e10,3.886821912139779e8,1.251254973780263e8,7.71127915324489e7,2.230076497498758e8,4.754039312961103e9,2.651778462261546e9,4.850829536863465e9,5.961488134972706e8,4.924483632658998e9,7.938292831479934e7,2050,USENSYS,0.14,full-base-200
cNSE,18382850.503028512,54983.63293604229,55076.2627819682,55334.985475485446,57702.79861058555,55383.217411226884,55118.38520914456,57808.6911861541,55108.73808471596,55443.642725569676,1.6991188348466437e7,55725.34465051646,54912.45134311229,54988.27945285265,55079.03059467467,57206.04228540505,55808.57893648368,54730.840729298834,54140.01385438278,53901.10819215558,55046.094620847696,58390.15207954442,55267.62864863404,55393.93730963957,57192.628519463746,56693.78789810088,55225.88102609404,2050,USENSYS,0.0,full-base-200
cStart,10185941466.12081,9.190472152858905e7,5.407440513018404e8,7.381601936640592e8,1.2846506899673605e9,1.6874099200814903e8,4.5573433792653906e8,2.337489866596594e8,6.055826816187416e8,4.3596562382464993e8,2.5539710900131175e8,3.2026197059619877e7,3.988761774995941e7,1.4340956448828137e8,8.89926482151843e7,3.904670524333337e8,1.2180278936354237e9,9.471846439891201e7,1.8368148326981846e7,1.3672185592280043e7,9.521113105289832e7,6.72623785788326e8,4.779748160991019e8,9.922004509750662e8,1.0239193279818204e8,9.530005537763742e8,4.233963623001869e7,2050,USENSYS,0.029,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-200
cNetworkExp,12578031382.512655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.036,full-base-200
cVOM,14572003804.806358,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,USENSYS,0.042,full-base-200
cCO2,23672429969.501442,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,USENSYS,0.068,full-base-200
cCO2,1158864521628.8813,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.19,full-base-200
cFix,3475451837423.162,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.569,full-base-200
cNSE,7550320683.254134,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.001,full-base-200
cNetworkExp,177090259455.81372,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.029,full-base-200
cStart,144032423595.81708,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.024,full-base-200
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200
cVOM,240162791117.88318,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.039,full-base-200
cVar,903299899473.0693,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.148,full-base-200
cCO2,1157025903216.9817,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.189,full-base-200
cFix,3485540824212.45,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.57,full-base-200
cNSE,6196646998.633654,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.001,full-base-200
cNetworkExp,172297320367.08496,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.028,full-base-200
cStart,144466555232.75946,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.024,full-base-200
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.0,full-base-200
cVOM,241609187113.90497,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.04,full-base-200
cVar,906727503982.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,SWITCH,0.148,full-base-200
cCO2,1158957723356.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.19,full-base-200
cFix,3509081859513.299,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.574,full-base-200
cNSE,8589598635.791356,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.001,full-base-200
cNetworkExp,173853109300.0802,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.028,full-base-200
cStart,139920309700.7296,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.023,full-base-200
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cVOM,234527999377.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.038,full-base-200
cVar,885092878966.557,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.145,full-base-200
cCO2,1154406010215.5728,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.189,full-base-200
cFix,3501795225604.9683,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.573,full-base-200
cNSE,114294104.63656706,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200
cNetworkExp,172397859946.17984,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.028,full-base-200
cStart,142698335907.50958,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.023,full-base-200
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200
cVOM,239820965862.34927,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.039,full-base-200
cVar,903661471072.6124,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.148,full-base-200
cFix,63638884756.34011,3.0491834205900006e9,9.088799090899999e8,8.3893111356e8,1.7484479157199998e9,1.5294852220199997e9,3.6703151343900003e9,1.4834279826e9,2.2297944489900002e9,3.51996454062e9,2.3977348033800006e9,1.0486197370000002e8,1.3901520632800004e9,2.4935299872599998e9,1.2179124325700004e9,4.05423962881e9,4.42862720553e9,2.26745022961e9,1.58314427425e9,1.80302311259e9,2.3949237298399997e9,4.67650553555e9,4.276423264609999e9,3.08788858906e9,1.74068286912e9,5.61399280343e9,1.1293625661700003e9,2027,GenX,0.213,20-week-myopic
cVar,50649199616.30339,1.0161573266221611e9,1.6306009317844532e9,1.689994565952232e9,6.262825247416594e9,2.3212340010949316e9,1.6838946791895583e9,1.8868345858687205e9,3.67444887096024e9,2.0606905044598498e9,9.894643281898161e8,7.744066307731919e8,1.132317264390777e9,1.778712537771912e9,1.680527749924224e9,5.5481147982508135e9,5.280983293538067e9,3.335354846039794e8,5.700861840578563e8,2.673429064980413e8,1.094867735333933e9,3.1659829208967443e9,2.866434327336655e9,4.61192546147509e9,2.151185459011497e9,4.391902692163484e9,4.690392026153122e8,2027,GenX,0.17,20-week-myopic
cNSE,275784054.4677449,15484.378376755467,15497.500996249182,15502.7088590611,15540.478205651472,1.2794661843003243e8,15472.06470013342,15417.462465191187,15495.303079753365,15521.401296671178,15533.138560647669,1.4746595311285034e8,15448.844044433064,15421.042647436128,15515.225133197107,15561.956267405332,15496.359842540369,15406.117630011668,15379.045989205277,15350.612473686864,15432.201596433171,15470.86604841466,15497.688179155357,15492.94803778386,15582.301077020767,15567.811615448756,15395.467728864936,2027,GenX,0.001,20-week-myopic
cStart,607305613.9379655,5.059344105072834e6,1.4843181120770958e6,3.2041193754739063e6,6.0436361396141015e6,7.168837652387644e6,4.36685229287706e7,4.488627245038288e6,7.928815281244903e6,9.768967781439842e7,814503.2482890747,5.045349735504984e6,744607.6272263522,1.5390638114145413e7,2.6258031790470034e6,2.2534331751539994e7,3.200321475619309e7,1.0913739245260144e7,2.9113659123893112e7,1.8267622602820136e7,4.5016027156738e7,1.5533326110269368e7,7.8859217261775015e6,7.430349785576775e6,5.924818707690366e6,1.9311908053958148e8,1.8206721873932675e7,2027,GenX,0.002,20-week-myopic
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,20-week-myopic
cNetworkExp,415841860.34952855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.001,20-week-myopic
cVOM,8684310073.78741,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,GenX,0.029,20-week-myopic
cCO2,174081497505.6533,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,GenX,0.583,20-week-myopic
cFix,129741037777.12,3.87762013709e9,2.27173294873e9,2.7864190883600006e9,7.43409784569e9,4.91421942437e9,5.978175124789999e9,3.6385529747800016e9,3.8121123541300006e9,7.67357557973e9,4.255800810750003e9,9.192975005e7,2.9638405438200006e9,2.5416167942100005e9,3.5243937255799994e9,7.76511704351e9,1.1526413987740004e10,4.79104112351e9,2.9749130081399994e9,3.4682343446699996e9,6.66906333556e9,7.56905097148e9,7.302076834619999e9,6.924899017849998e9,3.30385896926e9,9.537067602130001e9,2.1452144365700006e9,2030,GenX,0.602,20-week-myopic
cVar,30509692434.244007,3.087673658812958e8,1.3078956620422184e9,1.2480005429393055e9,4.931108684548758e9,1.0443999586399584e9,1.4379491363418646e9,1.1722159040213923e9,1.6134429908331773e9,1.370097467049574e9,2.5564243728697073e8,2.6726281053109592e8,5.063730087000263e8,1.1420315253316739e9,7.264710125135703e8,3.1200232664347095e9,6.086847848138737e9,3.1376941521028493e7,1.3913457341604462e8,7.343304196728764e7,3.04217516849931e8,2.7501268000073605e9,1.6889108320135531e9,3.8828491673028936e9,6.757078365898718e8,2.2712605583903847e9,2.0180389856490493e8,2030,GenX,0.142,20-week-myopic
cNSE,144125429.48058042,10104.938551237328,9865.466952994107,9984.192860602807,10133.989729193201,1.438760365281572e8,10040.301585994064,9908.438410941204,10066.260985376899,10048.656912933084,10054.820636121043,10030.999483296077,9902.703626909963,9930.734053299382,10095.547634327511,10347.535597816794,10212.00364132703,9763.990300931677,9816.62095437334,9485.646932264086,9908.911693012005,10081.859145582699,10099.982542200927,10141.177368936742,9953.439169098256,10367.247039761205,9047.486612717952,2030,GenX,0.001,20-week-myopic
cStart,4306281057.291222,4.803025877850072e7,1.1865509136013515e8,1.2641919361516482e8,5.800973967493138e8,1.2658648989392471e8,1.396774417287939e8,1.2541182990660395e8,2.0668668106436405e8,1.9248982981263605e8,2.5665785974964593e7,4.620167269426122e7,4.132839809825402e7,6.71756625196432e7,1.0887888762882416e8,5.130438692441852e8,5.582226747794015e8,6.919432212086968e6,1.3010269343434216e7,8.666203580186535e6,5.999262059494239e7,2.1325643734953463e8,1.6387037084133607e8,3.894214287807147e8,5.259511074063298e7,3.3791107469776726e8,3.606694530183513e7,2030,GenX,0.02,20-week-myopic
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,20-week-myopic
cNetworkExp,5864699433.360735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.027,20-week-myopic
cVOM,8047658353.560504,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,GenX,0.037,20-week-myopic
cCO2,36991729539.72158,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,GenX,0.172,20-week-myopic
cFix,168355353719.67017,6.119504849230001e9,3.4964324292899995e9,4.46113738097e9,9.012300059019997e9,6.82475343159e9,8.673863498009998e9,4.509567777290002e9,4.95949668622e9,1.019068385403e10,5.757078218660001e9,1.1349610231000002e8,4.129024889859999e9,3.206141704640001e9,3.6921014737400007e9,7.5527197903099985e9,1.7002131168220003e10,5.51354024233e9,3.7264562040699997e9,4.0027372390200005e9,8.2858878634800005e9,8.69379230628e9,8.511420655710001e9,8.8915244671e9,4.624481385490001e9,1.3946350864819998e10,2.458729177979999e9,2035,GenX,0.646,20-week-myopic
cVar,37981503843.52051,2.7927067549063057e8,1.5648576520494313e9,2.1348283219377387e9,5.605552310376107e9,1.2750702384300947e9,2.2108159224845953e9,1.293193500330042e9,2.2875515541061115e9,2.0720594133442109e9,3.88665937400362e8,1.8240195736228177e8,4.641701976485792e8,1.0773859289937449e9,6.436213922102288e8,2.4255418367247014e9,9.623704520749266e9,6.027611550759222e7,1.4694794758425733e8,8.452309122168353e7,2.428689869644254e8,3.5339413827279987e9,2.564495633731662e9,4.494298255978768e9,6.445725327484185e8,3.596987257764229e9,1.2184782640768856e8,2035,GenX,0.146,20-week-myopic
cNSE,604377476.7451168,5807.042071017971,5415.428514915629,5490.785809991609,5740.3632309796385,5.553657686635518e8,5360.138141985399,5567.843707647941,5404.338402930592,5324.902143124422,5305.714372900144,4.8878921382788464e7,6017.46856225079,5496.384806996433,6047.006162229381,6072.598456391707,5469.879662119285,5193.13186372703,5348.120463007864,5261.631067168555,5256.416248274171,5434.3945689756565,5424.482187801648,5524.2039621598815,5579.076501420556,5753.354414997962,5491.993435524584,2035,GenX,0.002,20-week-myopic
cStart,7344209878.412179,8.724212297817218e7,2.2224436228869826e8,3.2435135593834394e8,8.41089114372167e8,2.2621537776117408e8,3.2196356659397686e8,2.0834942086954495e8,3.866460800455948e8,3.7721392622627735e8,6.47070556697913e7,6.092027455395155e7,5.8974964869278245e7,9.424536019511934e7,1.4368718068001303e8,5.660064640397928e8,1.0366694400469118e9,1.899374901847356e7,2.2507143958966408e7,1.2752490219163362e7,8.401761320481345e7,3.898820774251993e8,3.393301434704862e8,6.680753406556726e8,1.1684875567610933e8,6.321745734028283e8,3.91019242518833e7,2035,GenX,0.028,20-week-myopic
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,20-week-myopic
cNetworkExp,7818798657.777506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.03,20-week-myopic
cVOM,11037946546.777882,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,GenX,0.042,20-week-myopic
cCO2,27582375127.614784,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,GenX,0.106,20-week-myopic
cFix,189230239281.82007,6.596254435599998e9,4.0443187433199997e9,5.974088701410001e9,1.020954890163e10,9.08232908885e9,9.53805055096e9,4.682807343449998e9,5.35873197298e9,1.173978533236e10,7.48230038798e9,1.1475100584e8,4.407845024270001e9,3.60494267309e9,4.11592672201e9,7.389745220999998e9,1.9824775044089996e10,6.24330341742e9,3.8689032649099994e9,3.9870405611200004e9,8.810109486480001e9,9.217298196740002e9,9.311021856560001e9,9.894458271749998e9,5.320042282370001e9,1.555322282623e10,2.8586379694e9,2040,GenX,0.646,20-week-myopic
cVar,43162779771.52339,3.5886990947843796e8,2.1454634553287768e9,3.2830867405821967e9,6.063337849781537e9,1.206755873623852e9,2.6767531800905876e9,1.486434144213728e9,2.510909399058596e9,2.513632974090302e9,4.491283545416239e8,1.4938191310262418e8,4.346548833033738e8,1.0899611612819788e9,5.916778466333286e8,2.1084190183468359e9,1.1747668697052813e10,1.4410390054038402e8,1.4989768487790725e8,9.190756606640655e7,2.394749413817497e8,3.956232627723503e9,2.4298224645969663e9,4.946232402403576e9,9.855135580583756e8,3.8888297663370757e9,1.0594629823556788e8,2040,GenX,0.147,20-week-myopic
cNSE,1378568818.886963,2.5492689723960284e7,20861.312758304557,20290.973185892388,21336.929773985026,9.050932583903018e8,20491.084893791576,20895.70033043596,20724.148956142926,3.3628939419424958e6,3.6157123808353263e8,8.26163169312821e7,19753.169016328433,20284.721525192188,20004.022808738697,22143.826876755436,20754.965362639094,20542.379106157558,20795.042344520927,19311.216729524967,20523.61308256516,20701.405450020025,21199.61283385094,21056.251397407697,20757.59994307682,21729.337844132264,18264.501677404543,2040,GenX,0.005,20-week-myopic
cStart,10109049986.217297,1.5689884509472024e8,4.227071242389565e8,7.436220690899001e8,1.1049847374332426e9,2.1818437954486158e8,4.6067324201650125e8,2.598509588528092e8,5.254138514680104e8,5.295698915435195e8,1.1135644751391867e8,6.007250774110536e7,5.92656751563743e7,1.1891008425292471e8,1.5501788297389346e8,5.851597618338921e8,1.4163714845780826e9,5.492661339245461e7,2.9028633594368678e7,1.955967505025773e7,1.0824385191968451e8,5.3310917961728954e8,4.2244967921742654e8,8.850694740362017e8,2.572332661050746e8,8.241024578045254e8,4.726821214803475e7,2040,GenX,0.035,20-week-myopic
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,20-week-myopic
cNetworkExp,9131470082.48635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.031,20-week-myopic
cVOM,12591316839.205809,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,GenX,0.043,20-week-myopic
cCO2,27180413387.756134,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,GenX,0.093,20-week-myopic
cFix,215158253641.06033,8.145041780130001e9,5.086604193469999e9,7.502105223580001e9,1.161045726534e10,1.0302571843620003e10,1.0540102851380001e10,5.07455074281e9,5.760815700789999e9,1.3449258477230001e10,9.264799916050003e9,2.3358953649000004e8,4.56110075241e9,3.89793287144e9,4.78704586937e9,7.73396556873e9,2.247108307001e10,7.459116255429999e9,4.0215383735199995e9,4.06977841548e9,1.0381186546420002e10,1.0185996039689999e10,1.032882189142e10,1.1368829862179998e10,6.70440808994e9,1.705162545923e10,3.165927044899999e9,2045,GenX,0.648,20-week-myopic
cVar,49262751175.2233,3.394543215525839e8,2.634982099324574e9,4.490276956364068e9,6.584319697336276e9,1.2371465773625724e9,2.956990033445714e9,1.7382143670601797e9,2.869255945648179e9,2.945624055668691e9,9.745784029815619e8,1.5092132910361522e8,4.4084483231413364e8,1.1827931271905096e9,5.802091842973981e8,2.0070700498842287e9,1.3618802850953537e10,2.5899268043366328e8,1.7262413302918497e8,1.0275823462361446e8,2.6661457127954412e8,4.601329195096891e9,2.9132765246027746e9,5.442893379561403e9,1.0415458413941349e9,4.333825699974451e9,1.0327418455980943e8,2045,GenX,0.148,20-week-myopic
cNSE,2227842717.939249,3.848254710729896e7,24124.442934931223,24551.78831072753,25501.265086275413,1.016863921595906e9,23941.100705072637,25552.340009588086,23259.72702079717,7.333668150817074e7,9.744528584727571e8,1.2419352359767938e8,24974.217047344468,25607.846578118766,24312.838832971378,25673.50834282626,23736.133217994906,22852.487447002604,23477.432415431787,23411.39958812683,23157.06394073852,24217.91355668825,23701.645840998546,24534.81336381151,27971.66179791506,24737.714748756498,23888.31665636768,2045,GenX,0.007,20-week-myopic
cStart,11842925970.315138,1.412310711465619e8,5.261759901687868e8,8.898956736548517e8,1.2645742958510358e9,2.297845469108271e8,5.429025554432354e8,3.015491668608688e8,6.252997394870716e8,6.357233163043861e8,1.940886586235075e8,6.022234385885074e7,6.676530079798968e7,1.4432498359137884e8,1.6114986350085747e8,5.581278705061386e8,1.6458087409829183e9,8.777167355671814e7,3.7444730253783956e7,2.504298627958661e7,1.2107558300340879e8,6.781470156935413e8,5.606273257963405e8,1.0761694283818939e9,2.6114202192747802e8,9.569490398716936e8,5.0932047862082936e7,2045,GenX,0.036,20-week-myopic
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,20-week-myopic
cNetworkExp,10340930593.071213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.031,20-week-myopic
cVOM,14725867099.847261,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.044,20-week-myopic
cCO2,28686334195.942314,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.086,20-week-myopic
cFix,234030499270.52975,9.30363451381e9,5.83893820907e9,8.971826784669998e9,1.2979089237449995e10,1.0820423133859997e10,1.1156587656320002e10,5.274163331069998e9,5.722420399710001e9,1.4445392813239998e10,1.0762392386910006e10,2.9481337797999996e8,4.8559229092300005e9,4.1786948786999993e9,5.87175107063e9,8.188836123570001e9,2.3711540702479996e10,8.71890638613e9,4.1860576780399995e9,3.9722976822100005e9,1.075527695756e10,1.1258455884880001e10,1.1144048373109999e10,1.192762716116e10,8.04935405011e9,1.8215026887439995e10,3.4270206811899996e9,2050,GenX,0.666,20-week-myopic
cVar,50100776251.00965,3.051523863926858e8,2.6903472996127553e9,4.5105372810876665e9,6.576294993334944e9,1.1758785468219302e9,3.278875336025494e9,1.8331518586690936e9,3.063779063804509e9,2.868704065334345e9,1.281255066304553e9,1.3426045996944854e8,3.3183785439643264e8,1.346847419705742e9,4.962358857649176e8,1.8317299191108363e9,1.3673900048484756e10,2.1418323289018723e8,1.6147623275364605e8,9.604513866454178e7,2.3928309350762144e8,4.703140695091475e9,3.139812061434178e9,5.642497414896393e9,9.172488877526776e8,4.628217572463274e9,9.52771595971416e7,2050,GenX,0.143,20-week-myopic
cNSE,2853127074.250198,1.1230528854354426e8,56565.343438238684,7.869955591800953e6,56771.85629561544,9.671388318965638e8,57143.98417673494,1.1220853709440475e7,56740.40510665894,2.741932504631455e8,1.188681413307188e9,1.041314005672421e8,57368.675293543594,57454.15743151346,57254.05239035693,58327.16654354463,56874.87694673542,3.344582984240916e7,2.5595756472459803e6,58845.56086508262,57342.032136048205,1.9131937200238895e7,1.56042662621844e7,56960.62528269509,2.354788283358901e6,1.128666988796157e8,935335.3203356235,2050,GenX,0.008,20-week-myopic
cStart,12100790675.773464,1.157825458766196e8,5.215885919371724e8,7.96670765766201e8,1.3495121007618902e9,2.157635049948104e8,5.871998840723547e8,3.3200022440953726e8,6.696550286806166e8,5.700433331546502e8,2.2526658318435335e8,4.94095091031203e7,5.952921188254726e7,1.6470857204747808e8,1.1080061808416727e8,4.679456437008703e8,1.728864734047077e9,7.000408141503377e7,3.2653285881950468e7,2.0328059586571787e7,1.1020412753957483e8,7.535630389935925e8,6.58673595079504e8,1.2016479287936385e9,1.8761920205173472e8,1.0504394797308767e9,5.091702499793151e7,2050,GenX,0.034,20-week-myopic
