Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case
cNSE,1496707.3,52974.49630015626,52697.36307969833,57222.24397185278,69856.26365056261,56124.01398316906,53996.345861762224,51116.202778971034,55248.367348781845,57751.222653922494,58449.823773318574,55148.734931263774,51503.661600094885,52793.78739579798,52499.72762467025,65616.42716409222,60325.879570416495,51571.842725375056,51671.052231478745,50556.34236966574,53356.505782822685,62897.193198528585,55646.87648959271,60222.35178674302,59796.8028081641,94929.68197673571,52734.12343957304,2050,TEMOA,0.0,full-base-1000
cStart,7605842310.5,1.2755423841221708e8,3.093115793652486e8,2.9529477825327706e8,6.817853546510375e8,2.61995384063803e8,3.723923356583587e8,1.9725732536764956e8,3.241820390108717e8,3.265125639871311e8,1.8158027448346153e8,4.247609723268784e7,4.492406691733628e7,2.249316161918734e7,4.739588576226766e7,1.9739555663674334e8,1.6903509522018306e9,7.327906528644483e7,8.309438887392341e6,5.959720168431475e7,3.428049136145989e7,4.8282602128013e8,3.767660830512625e8,5.643868828511677e8,1.478610378847709e8,7.245203359207095e8,1.1114158705569511e7,2050,TEMOA,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-1000
cNetworkExp,16035100806.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-1000
cUnmetPolicyPenalty,30414513388.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.1,full-base-1000
cFix,3749484996166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.7,full-base-1000
cNSE,4383158932.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000
cNetworkExp,194536922053.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000
cStart,137060385549.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000
cUnmetPolicyPenalty,230527930550.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-1000
cVar,1076228806535.8,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.2,full-base-1000
cFix,63402676332.6,2.334211385e9,9.061969310000001e8,8.3642193e8,1.7452652449999998e9,1.9405474950000002e9,4.139695113e9,1.4254086025999997e9,2.395896881e9,3.5119870490000005e9,2.393493309e9,1.04410532e8,1.388397187e9,2.490693138e9,1.213130736e9,4.0515328609999995e9,4.424703215e9,2.1294275796000001e9,1.320537263e9,1.699599092e9,2.22765765e9,4.3369514194e9,4.2728027279999995e9,3.085020936e9,2.62649182e9,5.322168175e9,1.08002806e9,2027,USENSYS,0.5,full-base-1000
cVar,59690341334.8,1.2486683885022464e9,1.684953608088495e9,1.720911050206319e9,6.278448505549503e9,2.2360973724836435e9,1.6044446299415388e9,1.729180944426416e9,3.656183799906216e9,2.1120454639448826e9,1.0395074688655531e9,7.047635542611964e8,1.0823390372394755e9,1.7601306364653728e9,1.7277197283063083e9,5.615712135215302e9,5.27183542384004e9,3.8299308501088125e8,6.198521071905409e8,2.864721707290083e8,1.1976495506885016e9,3.3715525010686507e9,2.8581789393149357e9,4.64958863740167e9,1.7504649911867843e9,4.613671560682159e9,4.8697604436456007e8,2027,USENSYS,0.5,full-base-1000
cNSE,1215289.0,26470.680025772708,26473.800618904243,26590.652707373625,26755.306560264326,552117.1861318038,26532.895464772533,26468.71880100947,26512.86563791933,26638.86974757733,26601.242142670624,26464.85276320716,26349.754787044774,26453.739473329464,26472.772996957166,26715.398162231846,26667.195852793688,26374.933312112473,26354.822137953972,26259.333824079135,26443.17393354601,26574.29486803841,26595.347485891456,26671.25500361095,26522.250402988717,26998.967264276096,26208.679511169717,2027,USENSYS,0.0,full-base-1000
cStart,630715616.2,4.684394668647472e6,1.8908025302596835e6,3.6516010377610405e6,6.698283109391724e6,4.0207066904345644e6,4.90962360503931e7,9.68308340807586e6,9.797665526171582e6,9.935541319053762e7,952116.7857180057,4.376965082538255e6,414754.4868047401,1.6678188932199923e7,2.859898643738019e6,2.4646799433152363e7,3.763207319349981e7,1.065125201239499e7,2.795828919647982e7,1.7222005287474517e7,4.779058894423693e7,1.9229458305269122e7,9.520407980418108e6,8.766058499034561e6,6.224453759954364e6,1.8917161938882852e8,1.7742500023299653e7,2027,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000
cNetworkExp,426850989.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,997180.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-1000
cFix,129488141272.9,3.725730573e9,2.487532324e9,2.5931184495e9,7.668434093799999e9,5.334750526e9,6.979837806e9,3.544717675e9,4.0176839314e9,7.6927871018e9,4.743055797e9,9.0716512e7,3.6777827028e9,2.6588279270000005e9,3.050389874e9,7.1906920044e9,1.08215281251e10,3.9694634806000004e9,2.434750595e9,2.1552848989e9,7.304627071999999e9,7.165516199599998e9,7.276789623e9,6.848572833e9,4.425271040000001e9,9.479945712e9,2.150334396e9,2030,USENSYS,0.7,full-base-1000
cVar,36393217377.7,3.1556512016540545e8,1.218424469100866e9,1.2583455493675618e9,4.515492773511237e9,1.0790591479446712e9,1.4073189886860585e9,1.1020542509170697e9,1.3813800778115745e9,8.88899788072091e8,2.2923253742506307e8,1.9197624652404255e8,5.381687008966565e8,1.180715628770819e9,9.085363046486169e8,3.0624174915533757e9,5.185825499428605e9,6.4530894744980246e7,1.5842793547629002e8,8.182159359935224e7,3.220500813700833e8,2.9070035080491357e9,1.4439461312843597e9,3.3576069869618306e9,6.229037102247051e8,2.775427642794916e9,1.960863183963353e8,2030,USENSYS,0.2,full-base-1000
cNSE,612311.3,23507.975236771847,23369.19974283774,23595.095606057203,23717.996659218978,23873.44350387175,23439.9242379731,23523.704820045758,23428.200359921248,23518.42069735772,23519.075600967408,24084.357331807612,23688.116319142424,23620.01028232818,23806.059762509893,24036.01064217662,23578.199593985773,23121.66408655818,23373.03318567977,23202.420929240096,23355.853800379744,23564.137049844427,23536.552663919956,23582.01036643233,23419.072854081303,23626.420174301733,23224.359405845724,2030,USENSYS,0.0,full-base-1000
cStart,4606233051.4,5.826140218468616e7,1.2402249673725048e8,1.375123681347255e8,6.082317079263986e8,1.46663710842609e8,1.6032789929681247e8,1.2423768345368433e8,2.0758793265601516e8,1.544782504096057e8,2.1749245929313093e7,5.749249656233746e7,5.150785051760755e7,8.672565350388467e7,1.3071121303381312e8,4.844466563766117e8,5.691091650457689e8,1.619540562271263e7,1.938284201604189e7,1.4050649073464347e7,7.204363179375015e7,2.142991258680719e8,1.6683154266119784e8,4.214129051532156e8,6.58161119214631e7,4.485435082841742e8,4.459159643319592e7,2030,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000
cNetworkExp,5856685620.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,6268335214.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-1000
cFix,167446369621.0,5.286995391e9,3.5931880819999995e9,4.4839806225e9,9.3685450927e9,8.146075760200001e9,8.792240014e9,4.2369760692999997e9,5.045789689e9,1.00538798326e10,6.154756279000001e9,2.30276504e8,4.826874115e9,3.4015089989999995e9,4.0010783848e9,6.9301287945e9,1.6667561808000002e10,5.3664313063e9,2.834410896e9,2.7100487800000005e9,8.45268851e9,8.4541347501e9,8.789308381e9,8.904852971e9,5.074280492000001e9,1.3094924989e10,2.545433108e9,2035,USENSYS,0.7,full-base-1000
cVar,46905667833.8,3.2170775734595466e8,1.7097521596386876e9,2.3506549369077487e9,5.289727661442223e9,1.1857686433285835e9,2.2721361713541207e9,1.3657532742438443e9,2.016104952487495e9,1.746603046451015e9,3.182084123751108e8,9.57470342689301e7,3.9603681981656575e8,1.0625141797467668e9,7.677505375032324e8,2.193644781470264e9,9.134854977971643e9,5.583104764542711e7,1.402944997310965e8,7.678656248420978e7,2.407831306593784e8,3.4573139539827914e9,2.0558715322698357e9,4.2150675010788336e9,6.467053394392012e8,3.661548281162004e9,1.285006390319803e8,2035,USENSYS,0.2,full-base-1000
cNSE,41623425.7,27107.893586590148,27155.86412300523,27266.6550059599,27366.112395002914,2.4023857151410475e7,27138.17858250539,27287.578648740226,27131.48347778952,1.442583513074303e7,27186.985886748575,27609.784362586495,27223.59042230888,27175.977833026638,27298.070644546086,27428.53483079923,27177.24606317567,26897.611633365235,27002.04724606097,26914.601397737624,26970.137812994144,2.5486246646584123e6,27192.508100165138,27216.598096255955,27230.650704681135,27263.677086114883,26866.933315023278,2035,USENSYS,0.0,full-base-1000
cStart,7797388903.2,1.0463848435935657e8,2.4424585181802985e8,3.4936462241451097e8,8.777200567834054e8,2.952745898358703e8,3.5793323867381436e8,1.9300862088606143e8,3.7936851962985545e8,3.2702099871203095e8,6.6844618923751764e7,6.2911895554199345e7,5.0353870157845795e7,9.540157314585045e7,1.8643907082544947e8,5.191608708437468e8,1.2110947658269002e9,2.4905897161157504e7,2.1594070386244573e7,1.3644403836591434e7,8.738686726473485e7,4.155775338321518e8,3.1615921282172364e8,7.067967184437108e8,1.2221850681000818e8,7.258395489018759e8,4.248449535135425e7,2035,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000
cNetworkExp,9113852252.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,8864568701.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-1000
cFix,196523963660.2,6.425189535e9,4.2558173017999997e9,6.295647875700002e9,1.1170942938599997e10,1.11459428344e10,9.8387289114e9,4.523380284400001e9,6.0015452727e9,1.2437727864699999e10,7.6191781115e9,4.2460079199999994e8,5.200571420200001e9,3.4965164751000004e9,4.2421868416e9,7.122397206900001e9,2.01508820412e10,6.222208463500001e9,3.0919873636000004e9,3.1087610817999997e9,9.014363008800001e9,9.392293383e9,9.9302946112e9,1.0401004327e10,6.3635565571e9,1.5874103674199999e10,2.7741354828e9,2040,USENSYS,0.7,full-base-1000
cVar,53359107010.5,2.5703027571073356e8,2.1366490705783443e9,3.046199683644709e9,5.591178336787436e9,1.9913813549913278e9,2.5323348746399627e9,1.5134362491242018e9,2.3080795196101217e9,2.180813951971593e9,7.041349384852972e8,5.8346529220888704e7,3.496325847657788e8,9.76365791333486e8,5.900714910101955e8,1.6774946867183144e9,1.1259786234627514e10,3.8388894723465896e8,1.234613500927637e8,7.316723965436202e7,1.5739717293683714e8,3.918363724770302e9,2.2313564369928937e9,4.321292268475614e9,8.23751230475597e8,4.0782146926421685e9,7.527837404325438e7,2040,USENSYS,0.2,full-base-1000
cNSE,53711328.5,1.2317026148661502e7,35222.22075353355,35816.81827874378,36300.81552542239,3.991095875597406e6,35395.10528090021,36124.426020335464,35587.334192894195,1.11000423548499e7,2.551929426486213e7,36077.085855665326,35699.3184915618,36018.09446329798,35934.00751366926,36103.0285440103,35578.22714167822,33782.889751065195,35550.42661832915,35071.90210641982,35362.6853895824,35869.75560172558,35653.50287096179,35992.98456062827,36027.81646909561,36294.29814377361,34407.06531348791,2040,USENSYS,0.0,full-base-1000
cStart,10138785645.1,1.2477775675033231e8,4.367281794577312e8,6.769087495125122e8,1.0387091412037978e9,3.013344649556691e8,4.724727020416019e8,2.287251705931266e8,5.0031173371878695e8,4.67274323016036e8,1.5523604218294275e8,4.520425076829924e7,4.0225345010965146e7,9.348966375063902e7,1.6925503206025827e8,4.123839468813563e8,1.662661935441033e9,1.1136456030614264e8,2.0536536849533737e7,1.3515007946434285e7,8.94715133382891e7,5.794752534566625e8,4.1999006839394885e8,8.804681273311675e8,2.020750259871842e8,9.523858828211142e8,4.3805231347683586e7,2040,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000
cNetworkExp,11538524368.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,9058808176.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-1000
cFix,242810499245.9,8.165746853499999e9,5.837455723800001e9,8.6786909047e9,1.4379514005599998e10,1.24521237636e10,1.1451571501400002e10,5.334250995400001e9,7.3499315667e9,1.48042005077e10,9.5446128895e9,7.70323404e8,5.8440514962e9,4.5585885211e9,6.665227906200001e9,8.924927646500002e9,2.31636328977e10,8.4079220322e9,3.6481870766000004e9,3.7685303532999997e9,1.0804199757e10,1.1295319773e10,1.22496172882e10,1.3185147392000002e10,8.5421099519e9,1.96056737742e10,3.3789412639e9,2045,USENSYS,0.7,full-base-1000
cVar,57984167949.6,9.024416637608889e8,2.320719065444695e9,2.705509469838638e9,5.567112840119336e9,2.412284815121484e9,2.689412923299562e9,1.629864725677951e9,2.5848293346849737e9,2.234455948991696e9,1.2202088057230394e9,4.637405010942236e8,5.893129185667335e8,1.0373346774777299e9,8.160392345218266e8,2.3461925384820585e9,1.193213846805221e10,2.579204213963816e8,1.0303533682469288e8,6.19941407276076e7,1.550021991442045e8,4.204245888471874e9,2.344967348211145e9,4.0416605641587257e9,1.2465428115312996e9,4.0875924006713e9,2.9608907659212537e7,2045,USENSYS,0.2,full-base-1000
cNSE,6457998.6,27306.373806349784,27231.509381764386,27374.570457751404,27601.685159388024,27625.23830540221,27335.628352545373,27400.430647199097,27447.17310728127,4.271335046480819e6,1.5305289761995594e6,27334.77110083335,27346.271099499565,27119.247740989522,27393.023720780548,27469.842315121583,27369.73606548368,27119.77572689445,27318.474861061288,27132.329144003437,27314.07317226207,27456.608188906383,27398.884796029728,27502.141952078244,27178.02072719902,27565.93479162765,26792.860644922803,2045,USENSYS,0.0,full-base-1000
cStart,9316620115.6,2.0078401777933422e8,4.060936437110648e8,4.492301531004397e8,7.886579201332577e8,3.411781384160662e8,4.551404044650111e8,2.3203378279552805e8,4.5105587888471705e8,4.179877709775742e8,2.3388993172415265e8,7.27449403263388e7,5.999498594475028e7,6.104390728785659e7,1.127140057167234e8,3.242411338302346e8,1.7187865205858488e9,7.151808876070517e7,9.78327176553178e6,6.743611954464912e6,5.7247175851693146e7,5.854751696605389e8,4.2858407664509887e8,7.980191127648174e8,2.2142924071224567e8,7.92508924069358e8,1.9734307768901724e7,2045,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000
cNetworkExp,14559168281.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,3936101100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-1000
cFix,275257044045.2,9.7210572263e9,7.1692004908e9,9.9346244897e9,1.6520124007099998e10,1.34660566676e10,1.24590514424e10,5.471388362000001e9,7.8610995397e9,1.6459846100800001e10,1.15007867185e10,9.098867099999999e8,6.48797997e9,5.6037518204e9,7.7837399099e9,1.09177606205e10,2.4862535933899994e10,9.660737099199999e9,3.8709763741000004e9,4.648186504299999e9,1.2933739898800001e10,1.2981497535000002e10,1.37283712909e10,1.4772567212e10,1.00215912049e10,2.1770564202499996e10,3.7399227139000006e9,2050,USENSYS,0.7,full-base-1000
cVar,53426977882.0,6.727740142993003e8,2.1329847055805025e9,2.4298200113250895e9,5.1141516714071665e9,2.703368797643876e9,2.3062111172708855e9,1.4511496044142804e9,2.226713559524827e9,1.9890289037428086e9,1.5330777792838998e9,4.117610283935128e8,5.521655527680286e8,9.045192764281111e8,6.030808576466377e8,2.264750408387563e9,1.0571310098883808e10,4.2874995277027166e8,9.537745186894006e7,3.1750395380972046e8,1.2676561875108428e8,4.020084846985049e9,2.2893624768537602e9,3.5241904067438745e9,1.0148807079813718e9,3.7305830272688203e9,1.26120519563189e7,2050,USENSYS,0.1,full-base-1000
cNSE,1805516.4,68935.89884606253,68701.95838387178,69288.64795842231,71735.28931841881,70728.25076807935,69509.22381061577,69706.2664182582,69961.36553890159,70475.63332305815,69370.97325655587,68102.23183293619,66664.92378431451,67252.783090922,69961.05560871401,69865.18526968868,69452.93096423794,68965.10603214127,66468.49116478674,66025.65548785076,71593.53413284842,70381.50392006076,70935.83697025041,69130.56271033299,69422.46542196254,75756.73794751741,67123.8710552042,2050,USENSYS,0.0,full-base-1000
cStart,8150401249.8,1.435365778147025e8,3.5636589059748906e8,3.6427893098571116e8,6.919128565790244e8,2.8749733806250954e8,4.0210289627263486e8,2.1602976678124025e8,3.5811923263807565e8,3.6369618105148846e8,2.836117506008855e8,5.055425595188316e7,5.087129955811633e7,3.2780529884817746e7,5.133354492880068e7,2.1957386292260915e8,1.6732132516139455e9,1.0023241062706858e8,5.691971009633499e6,5.394800173576771e7,3.655102698096487e7,5.2077393663397187e8,4.004446861014952e8,6.191473720169939e8,1.600362946750456e8,7.004945725340405e8,7.602811263654247e6,2050,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-1000
cNetworkExp,16574084810.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,30098768700.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,full-base-1000
cFix,3733658262712.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.7,full-base-1000
cNSE,411996000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000
cNetworkExp,200991311997.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000
cStart,143372286907.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000
cUnmetPolicyPenalty,195597529304.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-1000
cVar,1094564646965.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.2,full-base-1000
cFix,63164160874.9,2.24124861869e9,9.0885655796e8,8.3869682022e8,1.7484419367799995e9,1.8274903890199997e9,4.122219405320001e9,1.4281735912699997e9,2.4003367338699994e9,3.519851625969999e9,2.39781919541e9,1.0490481847999999e8,1.39042560534e9,2.49367468829e9,1.21656542801e9,4.054115041559999e9,4.42827235248e9,2.1657183826e9,1.3220681141000006e9,1.7037684278500001e9,2.2525811907299995e9,4.3178552911e9,4.2755735628799996e9,3.08768254211e9,2.5673231854800005e9,5.26652994042e9,1.08396742896e9,2027,GenX,0.5,full-base-200
cVar,59728784734.0,1.2836088551123168e9,1.690108924664888e9,1.7325016091959062e9,6.276918976662553e9,2.0630793833163497e9,1.6056019811056259e9,1.727720502844363e9,3.653704545257076e9,2.1071600387985275e9,1.0418859291365998e9,7.26784404400468e8,1.1134467196252632e9,1.76024864791044e9,1.7267371514695039e9,5.654990678646657e9,5.277157121961195e9,3.763234890274398e8,6.186308923212911e8,2.860862960164319e8,1.194388966972615e9,3.382948993111244e9,2.8577343964143133e9,4.647189622451321e9,1.791142009758776e9,4.644209077283431e9,4.884755205672431e8,2027,GenX,0.5,full-base-200
cNSE,106442503.0,11631.4509867669,11851.744584249358,11923.661956531883,11517.703742193102,9.563723636687237e7,11378.76520631408,11557.991671148076,11379.981395580224,11090.224696406513,11737.84417120605,1.0528708728616094e7,11920.378730115885,11695.80845460156,11703.891299443185,11469.571831557887,10816.241335648063,11197.652472515303,11376.453865189034,11413.495388274792,11229.738022674455,11281.295159134606,11586.013799835893,11600.276235187966,11691.121202865232,11576.562208334184,11930.080829984789,2027,GenX,0.0,full-base-200
cStart,629359968.8,4.421953010774859e6,1.794283847363944e6,3.026502431186094e6,6.5458990449119015e6,7.577092662390228e6,4.872534301223574e7,9.416403385582043e6,9.62140159439511e6,9.911975576405664e7,891086.5776273317,4.243453062527972e6,829026.3154771937,1.668242400933711e7,2.7499656539257276e6,2.52391596474463e7,3.739229670195087e7,1.0652191203305013e7,2.7943735222733855e7,1.7218603245291583e7,4.81167482633725e7,1.9256771319442354e7,9.382169997889016e6,8.636598818298634e6,5.641294593411588e6,1.8636690498950696e8,1.7868904442668147e7,2027,GenX,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200
cNetworkExp,366012524.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200
cUnmetPolicyPenalty,122839.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200
cFix,129968423691.3,3.753857547549999e9,2.40469530485e9,2.43190406044e9,7.689794074179998e9,5.077384021299999e9,6.83792345968e9,3.5327802402200003e9,4.1993826564199996e9,7.769386990669999e9,4.845302705570001e9,9.815564062e7,3.7488967098299994e9,2.7139369773499994e9,3.03159247883e9,7.068356379250003e9,1.0909604211199999e10,4.06696869416e9,2.618485647589999e9,2.3848938662599998e9,7.057375349780001e9,7.19516133778e9,7.304783339659999e9,6.938621317860001e9,4.513779431299999e9,9.42296116339e9,2.3524400856000004e9,2030,GenX,0.7,full-base-200
cVar,36249919860.4,3.2379758354696226e8,1.220323615612599e9,1.1206965392304375e9,4.534146759087592e9,9.882839260486894e8,1.3274060041247747e9,1.116182545071638e9,1.4920956339826288e9,7.338693895188466e8,2.1644069125445554e8,3.041587875914104e8,5.833042165014337e8,1.1807562000829635e9,7.682334420314745e8,3.168561237973854e9,5.374892930911369e9,6.119685013491548e7,1.5590908321433285e8,8.352266153629282e7,3.3361271371838653e8,2.9058250333997164e9,1.4403105854371543e9,3.309780415940637e9,6.091114229120604e8,2.6946189146021132e9,2.0288267696934852e8,2030,GenX,0.2,full-base-200
cNSE,52434980.0,11546.51970790376,11598.254397875759,11641.712603761089,11586.543093939728,5.214586548519877e7,11538.492908033986,11537.90373900133,11501.757226865113,11510.962331379527,11617.53897957284,11759.617499078908,11571.401546194751,11619.700959615639,11604.32798100411,11636.62465638839,11659.416403975963,11371.101998338116,11418.442671656689,11405.186027147174,11454.620591200402,11553.610322516895,11587.159322836818,11623.87122442821,11591.707293030064,11600.062406475681,11578.025875146632,2030,GenX,0.0,full-base-200
cStart,3622870242.6,4.205817282231693e7,9.673392902014615e7,1.017065782924296e8,4.969240898258603e8,9.914253001414451e7,1.1904533793586352e8,9.301465960171482e7,1.8215113956276357e8,1.1585585914368524e8,1.7225522824852455e7,4.304611932462185e7,3.954084821858531e7,6.867057499718963e7,8.052478548356912e7,4.091777413770148e8,4.346887174835008e8,1.1476883678635027e7,1.472344225115672e7,1.0663432212891094e7,6.187373308855129e7,1.6342305623024654e8,1.3447032284856778e8,3.3872899325649714e8,4.7352442304410204e7,3.6332859947624767e8,3.7322731360876895e7,2030,GenX,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200
cNetworkExp,6004463898.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200
cUnmetPolicyPenalty,1449786435.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200
cFix,167125258835.9,5.33721065062e9,3.59701459904e9,4.35101545416e9,9.382475353789997e9,7.434218229070001e9,8.801911252789997e9,4.22432229567e9,5.12709503609e9,1.0190980050560001e10,6.1181335882699995e9,9.745675817999998e7,4.73594322788e9,3.33505079697e9,3.732268069129999e9,7.20850870645e9,1.6628972221659998e10,5.669542282099999e9,2.8789889288599997e9,2.76679415023e9,8.4357907782699995e9,8.48328605707e9,8.78196693164e9,9.046269924510002e9,5.001544318940001e9,1.306990927806e10,2.68858989594e9,2035,GenX,0.7,full-base-200
cVar,47461008537.9,3.0492656644763863e8,1.757091080522153e9,2.24258910329447e9,5.347799539213127e9,1.177456467880525e9,2.327892848421288e9,1.3800832146623645e9,2.041242979628411e9,1.7464663285676334e9,3.2234485190002584e8,1.5530097237474394e8,4.5300484318771523e8,1.0592108023252183e9,6.460846833326819e8,2.4141491683638344e9,9.41889654439543e9,4.2658205285461694e7,1.381384523926406e8,7.80345511786511e7,2.4587530201045096e8,3.472832934358079e9,2.0736451157714343e9,4.1593623221946154e9,5.941646755792016e8,3.732941726997349e9,1.2881525754418924e8,2035,GenX,0.2,full-base-200
cNSE,297924405.8,10720.558669878163,10623.470986898996,10579.7313718216,10352.069190539367,2.86869584708948e8,10178.219292810636,10384.402579704329,10094.206460273163,10290.236579600201,10852.356836764775,1.0804992072870502e7,10853.304235471274,10995.499907783866,10524.177008153849,10400.00584939375,10779.66995913437,9686.850790033983,9991.948745917573,10008.731807274715,10019.848606821444,10205.087058947933,10368.13818073607,10294.14601551375,10489.888271828739,10230.223353079882,10906.247323716625,2035,GenX,0.0,full-base-200
cStart,6539237150.8,9.043111609139293e7,1.9820472845936638e8,3.172218808003573e8,7.7852701937178e8,1.901146492135267e8,2.785880198528489e8,1.5745516297456616e8,3.2982566323217404e8,2.8068419497654974e8,5.211372168538231e7,6.16987610524043e7,5.0412021140745364e7,7.849553836815222e7,1.3117421768522422e8,5.010870014064734e8,9.43775268649869e8,1.5970901632780595e7,1.8795730984478112e7,1.2224103834458636e7,7.794823468256894e7,3.5611941218199104e8,2.6856625320472956e8,6.10559031399681e8,8.916502000856519e7,6.134325608643612e8,3.664693707050495e7,2035,GenX,0.0,full-base-200
